startup_id,startup_name,industry,location,market_size_estimate,market_growth_rate,founder_experience_years,founder_previous_exits,founder_education_level,team_size,monthly_active_users,revenue_last_month,growth_rate_last_3_months,pilot_partnerships,funding_rounds,total_funding_received,investors_count,status,pitch_deck_summary,vision_statement,problem_statement,succeeded_in_funding
576,Brown-Wilson,Healthtech,Hyderabad,1824702806,13.77,1,0,Bachelors,173,193150,48726358,44.43,True,0,0,0,Acquired,"Garden wife start enter. Guy case security eight election physical. Job hit let management position born.
Least yard song. Bag few fund evening suffer yeah meet high. Read loss wide experience forward.",Configurable holistic info-mediaries,envisioneer e-business synergies,False
577,Marks-Jones,E-commerce,Bangalore,4471485521,18.71,9,0,PhD,65,449781,45731311,46.35,False,0,0,0,Active,"Ten amount market choice around decision laugh. Nice within me onto surface ball building. Speech bed hair fish.
White program sure.
One dark might clear clearly bill can per. Plan sea understand.
Large list point class.",Devolved multi-tasking access,unleash visionary deliverables,False
578,"Weaver, Bowen and Martin",Edtech,Delhi,4542518873,13.14,4,0,Bachelors,130,73635,31228896,21.59,False,0,0,0,Acquired,"Line himself although table seem issue. Citizen city spring card decide show.
Back focus billion cold throughout expert break. Must meeting institution money everybody.",Customer-focused asynchronous superstructure,enhance mission-critical partnerships,False
579,"Hoover, Briggs and Roberson",Agritech,Hyderabad,3825080814,8.1,12,0,PhD,36,324086,39999821,41.29,False,0,0,0,Active,"Cost wide concern religious. Each chance discover activity outside ability go according.
Maintain administration item support kitchen. Speech conference west. Hope method friend bad hospital economic.",Integrated mission-critical info-mediaries,reinvent dynamic e-business,False
580,"Rodriguez, Miles and Carlson",Healthtech,Pune,3024253626,16.62,2,2,Bachelors,296,351321,37307350,20.95,True,0,941272845,7,Acquired,"Face whom story bill long. Peace debate case. Big themselves long send. Actually tend me ground why light door.
Behind few effort move measure. Real agree country would various score. Church case above stay deep section magazine.",Operative composite projection,extend dot-com ROI,True
581,Williams-Thomas,E-commerce,Bangalore,3963728830,12.79,11,1,PhD,29,308300,4386751,12.42,True,0,310927135,8,Active,"Require money represent head environment teacher left. Others young media well training.
Hot truth recent nor. Win cup picture church subject morning nearly.",Persevering actuating hierarchy,seize visionary deliverables,True
582,"Jones, Hardy and Olson",AI/ML,Chennai,3336346720,4.53,5,0,MBA,134,235847,48008971,6.6,True,0,206560663,4,Closed,"Activity board area ever goal effect difficult. Will positive fast billion where remember.
Bring customer owner clear. Fire husband water. Box fire part respond beat state.",Configurable web-enabled middleware,strategize real-time technologies,True
583,"Campos, Harper and Huff",Gaming,Bangalore,1694472820,12.7,8,1,MBA,207,461116,26945185,44.28,True,0,0,0,Active,"Well beat official manager. Quality second debate no management mouth. Let serious will.
Already country see husband several speech. Mean forward social if. Wear color song seek.",Optional zero administration hierarchy,revolutionize enterprise paradigms,False
584,George-Johnson,AI/ML,Hyderabad,4765027728,6.32,16,0,PhD,49,342073,42202304,6.19,False,3,148930700,2,Closed,"Kind cover particular risk anything election identify. Risk easy task technology.
Air fly white fast film since. Reveal see wide girl. Evening for interest play.
Stock message card low.",De-engineered context-sensitive standardization,syndicate frictionless metrics,True
585,Perry Group,Gaming,Hyderabad,3565939063,12.84,12,0,Masters,209,450614,35351284,43.69,True,1,357531287,4,Acquired,"Ability shoulder staff produce poor. Want film respond whether. Law card yeah under raise response.
Talk central technology sometimes remain hair force option. Offer then subject option fall war bank with.",Implemented optimal moratorium,productize magnetic ROI,True
586,Simon-Munoz,SaaS,Bangalore,2469448345,7.45,17,1,Masters,185,127082,33939665,45.9,False,2,822625721,1,Closed,"Social clearly whole have. Involve service next success sea carry.
Court nice product various great laugh. Business responsibility little pressure floor if.",Proactive impactful time-frame,harness impactful architectures,True
587,Davis Group,Fintech,Pune,4486683312,8.31,3,2,Bachelors,53,357918,20679081,18.48,False,3,777280363,4,Closed,"Wife understand specific movie hospital general table. Know member film throughout us.
Rest industry firm stuff skin list. Hair share trial others. Whatever say evening exactly.
Present training see. Evidence air suffer much watch.",Front-line zero tolerance Internet solution,incubate turn-key niches,True
588,West and Sons,AI/ML,Mumbai,3676668166,8.77,4,0,Masters,133,499224,18900264,20.39,True,0,0,0,Active,"Store eye example price after manage structure. Grow enjoy keep throughout positive for pass. Nearly couple bring there care way.
Door idea both represent sister when how source. Majority individual wrong. Cause land project from receive yard.",Phased bifurcated focus group,brand seamless paradigms,False
589,Davis Group,Gaming,Bangalore,2934240185,12.92,7,1,Masters,152,80183,23434070,37.59,False,0,0,0,Acquired,"Police building specific catch rise whatever campaign. Civil glass know talk themselves cell series.
Raise wear city news. Leave bar such collection.
Party ask stay safe tell bring wonder these. Believe bring nothing travel current.",Inverse exuding matrix,incubate killer content,False
590,Gonzalez-Rice,Fintech,Hyderabad,3561664333,7.96,13,2,PhD,72,160484,22140585,47.88,False,3,876949881,1,Active,"Information for sometimes. Everyone purpose now star stay hospital south. Mother ever nor beyond begin within.
Outside prepare party hospital fly significant. Fight police environment.",Automated bandwidth-monitored software,synergize mission-critical markets,True
591,"Reid, Floyd and Mitchell",Healthtech,Mumbai,3255069739,12.11,14,1,Masters,102,454355,47128996,10.7,False,0,0,0,Acquired,"Newspaper water rather. Low message career short with.
White good already simply let huge stay. I simply soldier stand environment industry minute their.
Door music security bring film. Particularly whom candidate able decision.",Diverse zero administration hub,matrix visionary ROI,False
592,"Jones, Campbell and Hernandez",Fintech,Ahmedabad,1094857961,19.61,15,0,Masters,283,475365,16268427,37.04,True,3,169142113,3,Active,"General brother coach investment huge describe daughter drug. Professor end when.
Safe teacher ground often long party serve significant. Deep fast suggest health little clear new. Chance we mission cost art everything upon.",Advanced zero tolerance middleware,benchmark e-business supply-chains,True
593,Coleman-Chambers,AI/ML,Pune,4306036545,17.54,14,2,PhD,166,340499,33680652,26.03,False,4,863211591,4,Active,"Draw lot war time summer trial. Before general learn item TV catch.
Nation its explain real dream me important.
What quite any behind least any foot. Defense trial why energy discuss affect reach.",Optional contextually-based structure,scale intuitive technologies,True
594,Kaufman Ltd,Gaming,Chennai,4616821427,16.87,19,2,Masters,52,245754,16625507,43.55,True,2,334832427,5,Acquired,"Already defense commercial social culture president home. Above structure weight forward live address.
Information trouble such color allow.
Republican benefit might she PM.",Team-oriented bifurcated emulation,redefine proactive synergies,True
595,"Bryant, Gonzalez and Gross",Edtech,Mumbai,4640189370,14.57,15,2,Masters,73,263678,33394116,27.0,True,0,0,0,Acquired,"Concern my knowledge skill policy. Build several lose staff I idea provide. There food thought campaign growth note ago.
Pretty also above television catch seven. Meeting store respond fish last father.",Phased system-worthy help-desk,scale innovative platforms,False
596,Mcdaniel Inc,Gaming,Kolkata,1843905116,7.87,8,0,MBA,271,480653,28880249,33.51,False,0,0,0,Acquired,"Surface reason responsibility. War although movie defense several fine modern. Different room between because five detail notice fire.
Film with production hit social. Issue sing agreement article wrong miss. Attorney thought myself animal.",Open-source analyzing algorithm,target killer applications,False
597,"Wolfe, Brady and Saunders",Agritech,Hyderabad,2138515446,15.23,12,1,PhD,123,495829,4188465,3.11,False,1,872894253,1,Active,"Right get evening radio. Morning action member well candidate old Mr. Without matter buy seek age.
Head subject expect reason mouth mouth significant. Ready information sometimes civil free company. Him second guess son people.",Down-sized global attitude,streamline front-end action-items,True
598,Duncan Ltd,AI/ML,Mumbai,4485675230,12.05,12,2,Bachelors,8,126865,42982556,35.52,True,4,227167453,6,Closed,"Least television senior whole. Feeling hear off discover.
Several alone develop technology age. Husband today north if trial ever.
Pay mean let plan situation. Summer participant we kid lay thought certain.",Up-sized local application,utilize impactful e-tailers,True
599,"Watson, Park and Johnson",AI/ML,Bangalore,3502617937,15.37,2,0,Masters,266,30063,1128844,33.5,False,0,0,0,Acquired,"Data he direction approach myself. Trade even entire deep beyond order scientist plan. American fund administration ok college.
Pressure white friend often begin. Watch quickly five ask discover suddenly. Little throughout page management box.",Diverse local middleware,empower revolutionary markets,False
600,Brown and Sons,Healthtech,Hyderabad,3587585406,7.23,2,1,MBA,143,77411,15848516,36.54,False,0,0,0,Closed,"Discussion marriage across short box. Tough choose head store.
Fire health study. Management home customer phone everything.
Person could western. Memory arrive Democrat account same sing write. That score anything build sometimes answer letter.",Implemented non-volatile moratorium,innovate wireless infrastructures,False
601,"Howard, Stewart and Newman",Fintech,Chennai,2105863791,6.16,10,0,MBA,18,190167,941253,37.62,True,0,0,0,Acquired,"Street girl line pick air. Unit word beat law concern job.
Sing manager probably myself often sell out. Back responsibility night. Course fall herself prove team person reveal. Range idea mind stand only lead.",Synchronized client-driven Graphical User Interface,expedite B2C functionalities,False
602,Stewart Inc,SaaS,Kolkata,1587745515,8.9,7,2,Masters,139,163696,25548969,36.99,True,0,0,0,Active,"Street good manager accept teacher concern. Source wind president your sell. Baby hear mention discover land.
Moment center fly. Decision like century amount road court money.",Re-engineered 24/7 model,exploit seamless e-markets,False
603,Martinez Ltd,Healthtech,Delhi,2357197397,8.72,6,0,Bachelors,55,271577,2614325,24.51,True,1,965875531,8,Acquired,"The where keep record almost. Start author church wind hold street. Land treatment mission often source. Pay dark number behind attorney.
Number appear ready box goal carry. Entire should painting director.",Persevering client-server paradigm,visualize one-to-one networks,True
604,Owens-Fox,E-commerce,Delhi,3224837879,6.05,7,0,Masters,22,287647,668139,5.75,False,0,0,0,Active,"High six manager structure. So nearly name discuss guess use.
Garden trial authority speak save. Sea table center loss smile big daughter. Though several message hair in court.",Multi-lateral high-level task-force,monetize impactful ROI,False
